timestamp,proposal,variant,dataset,collection,auc_pr,auc_roc,rw1_auc_pr,delta_pr,epochs,warmup,lam,tau,k,conf_mode,mc_samples,tau_u,extra,corr_anom_over_norm,corr_overlap,corr_anomaly_coverage,gate_auc_vs_label,window,batch,l1_weight
2026-07-14T15:40:49,5,h5,tao_id9,TAO,0.0538,0.5625,,,200,10,1.5,2.0,1.0,,,,,1.1009,0.062,0.0642,0.9264,50,256,1.0
2026-07-14T15:42:58,5,h5,tao_id1,TAO,0.0545,0.4931,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9897,0.078,0.0793,0.9283,50,256,0.1
2026-07-14T15:42:58,5,h5,tao_id1,TAO,0.0649,0.5241,,,200,10,1.5,2.0,1.0,,,,,1.0407,0.102,0.1037,0.9268,50,256,0.01
2026-07-14T15:42:58,5,h5,tao_id1,TAO,0.0646,0.5168,,,200,10,1.0,2.0,1.0,,,,,1.0247,0.092,0.0935,0.93,50,256,0.01
2026-07-14T15:42:58,5,h5,tao_id1,TAO,0.0662,0.5141,,,200,10,1.5,2.0,1.0,,,,,1.0162,0.11,0.1118,0.9312,50,256,0.1
2026-07-14T15:42:59,5,h5,tao_id1,TAO,0.0622,0.5387,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0474,0.09,0.0915,0.9313,50,256,0.01
2026-07-14T15:42:59,5,h5,tao_id1,TAO,0.066,0.5262,,,200,10,1.0,2.0,1.0,,,,,1.024,0.1,0.1016,0.9253,50,256,0.1
2026-07-14T15:42:59,5,h5,tao_id1,TAO,0.9925,0.9948,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,49.2197,0.976,0.9919,0.6754,50,256,0.001
2026-07-14T15:42:59,5,h5,tao_id1,TAO,0.06,0.5557,,,200,10,1.5,2.0,1.0,,,,,1.0108,0.094,0.0955,0.9283,50,256,1.0
2026-07-14T15:42:59,5,h5,tao_id3,TAO,0.3748,0.7786,,,200,10,1.0,2.0,1.0,,,,,1.8101,0.484,0.4959,0.923,50,256,1.0
2026-07-14T15:43:00,5,h5,tao_id1,TAO,0.9927,0.9953,,,200,10,1.5,2.0,1.0,,,,,48.8405,0.976,0.9919,0.7076,50,256,0.001
2026-07-14T15:43:00,5,h5,tao_id1,TAO,0.9929,0.9954,,,200,10,1.0,2.0,1.0,,,,,50.1446,0.976,0.9919,0.7093,50,256,0.001
2026-07-14T15:43:00,5,h5,tao_id3,TAO,0.3098,0.7747,,,200,10,1.5,2.0,1.0,,,,,1.7159,0.464,0.4754,0.9258,50,256,1.0
2026-07-14T15:43:01,5,h5,tao_id1,TAO,0.0629,0.5593,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.021,0.118,0.1199,0.9296,50,256,1.0
2026-07-14T15:43:01,5,h5,tao_id3,TAO,0.3297,0.7752,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.7478,0.472,0.4836,0.9318,50,256,1.0
2026-07-14T15:46:58,5,h5,tao_id3,TAO,0.9943,0.9956,,,200,10,1.5,2.0,1.0,,,,,50.0793,0.97,0.9939,0.7035,50,256,0.001
2026-07-14T15:46:58,5,h5,tao_id12,TAO,0.0508,0.5595,,,200,10,1.0,2.0,1.0,,,,,1.2023,0.042,0.0433,0.9322,50,256,1.0
2026-07-14T15:46:58,5,h5,tao_id3,TAO,0.9944,0.9967,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,50.4954,0.97,0.9939,0.7164,50,256,0.001
2026-07-14T15:46:58,5,h5,tao_id3,TAO,0.9942,0.9952,,,200,10,1.0,2.0,1.0,,,,,51.0297,0.97,0.9939,0.7334,50,256,0.001
2026-07-14T15:46:59,5,h5,tao_id3,TAO,0.0615,0.5116,,,200,10,1.0,2.0,1.0,,,,,1.0209,0.086,0.0881,0.9314,50,256,0.01
2026-07-14T15:46:59,5,h5,tao_id3,TAO,0.0697,0.5386,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0557,0.1,0.1025,0.9308,50,256,0.01
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0551,0.4866,,,200,10,1.5,2.0,1.0,,,,,0.9919,0.072,0.0742,0.9234,50,256,0.1
2026-07-14T15:46:59,5,h5,tao_id3,TAO,0.0879,0.5775,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0775,0.144,0.1475,0.9266,50,256,0.1
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0548,0.5829,,,200,10,1.5,2.0,1.0,,,,,1.2372,0.05,0.0515,0.9284,50,256,1.0
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0552,0.5827,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.2419,0.054,0.0557,0.9277,50,256,1.0
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0543,0.4996,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9965,0.056,0.0577,0.9257,50,256,0.1
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0587,0.5219,,,200,10,1.0,2.0,1.0,,,,,1.02,0.078,0.0804,0.9336,50,256,0.1
2026-07-14T15:46:59,5,h5,tao_id12,TAO,0.0638,0.5207,,,200,10,1.0,2.0,1.0,,,,,1.0323,0.102,0.1052,0.93,50,256,0.01
2026-07-14T15:46:59,5,h5,tao_id3,TAO,0.0855,0.5701,,,200,10,1.5,2.0,1.0,,,,,1.0665,0.138,0.1414,0.929,50,256,0.1
2026-07-14T15:47:00,5,h5,tao_id3,TAO,0.0643,0.5308,,,200,10,1.5,2.0,1.0,,,,,1.0385,0.092,0.0943,0.9318,50,256,0.01
2026-07-14T15:47:01,5,h5,tao_id3,TAO,0.0869,0.6173,,,200,10,1.0,2.0,1.0,,,,,1.1101,0.124,0.127,0.9239,50,256,0.1
2026-07-14T15:50:55,5,h5,tao_id4,TAO,0.1005,0.4773,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9782,0.134,0.0709,0.9449,50,256,0.1
2026-07-14T15:50:56,5,h5,tao_id4,TAO,0.1071,0.4688,,,200,10,1.5,2.0,1.0,,,,,0.9716,0.144,0.0762,0.9452,50,256,0.1
2026-07-14T15:50:56,5,h5,tao_id4,TAO,0.1324,0.5301,,,200,10,1.5,2.0,1.0,,,,,1.0434,0.166,0.0878,0.9447,50,256,0.01
2026-07-14T15:50:56,5,h5,tao_id4,TAO,0.1232,0.5248,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0369,0.18,0.0952,0.9498,50,256,0.01
2026-07-14T15:50:56,5,h5,tao_id4,TAO,0.1265,0.5003,,,200,10,1.0,2.0,1.0,,,,,1.0037,0.194,0.1026,0.9427,50,256,0.1
2026-07-14T15:50:57,5,h5,tao_id4,TAO,0.9946,0.9958,,,200,10,1.0,2.0,1.0,,,,,41.0717,1.0,0.5291,0.7213,50,256,0.001
2026-07-14T15:50:57,5,h5,tao_id4,TAO,0.9947,0.996,,,200,10,1.5,2.0,1.0,,,,,39.5257,1.0,0.5291,0.6979,50,256,0.001
2026-07-14T15:50:57,5,h5,tao_id4,TAO,0.1874,0.663,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.2726,0.364,0.1926,0.9441,50,256,1.0
2026-07-14T15:50:57,5,h5,tao_id4,TAO,0.1739,0.6432,,,200,10,1.0,2.0,1.0,,,,,1.2253,0.33,0.1746,0.9437,50,256,1.0
2026-07-14T15:50:57,5,h5,tao_id4,TAO,0.1781,0.6575,,,200,10,1.5,2.0,1.0,,,,,1.2697,0.34,0.1799,0.944,50,256,1.0
2026-07-14T15:51:01,5,h5,tao_id12,TAO,0.9942,0.9953,,,200,10,1.0,2.0,1.0,,,,,51.8563,0.964,0.9938,0.7165,50,256,0.001
2026-07-14T15:51:02,5,h5,tao_id12,TAO,0.9944,0.996,,,200,10,1.5,2.0,1.0,,,,,52.0134,0.964,0.9938,0.7149,50,256,0.001
2026-07-14T15:51:02,5,h5,tao_id12,TAO,0.9943,0.9958,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,50.5913,0.964,0.9938,0.6864,50,256,0.001
2026-07-14T15:51:03,5,h5,tao_id12,TAO,0.0687,0.5328,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0412,0.086,0.0887,0.9303,50,256,0.01
2026-07-14T15:51:05,5,h5,tao_id12,TAO,0.0607,0.5119,,,200,10,1.5,2.0,1.0,,,,,1.0214,0.08,0.0825,0.9342,50,256,0.01
2026-07-14T15:52:58,5,h5,tao_id4,TAO,0.1166,0.5284,,,200,10,1.0,2.0,1.0,,,,,1.0381,0.164,0.0868,0.9437,50,256,0.01
2026-07-14T15:54:56,5,h5,tao_id4,TAO,0.9944,0.995,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,40.0091,1.0,0.5291,0.7033,50,256,0.001
2026-07-14T16:13:09,5,h5,tao_id7,TAO,0.2313,0.772,,,200,10,1.0,2.0,1.0,,,,,1.5796,0.342,0.1804,0.9421,50,256,1.0
2026-07-14T16:26:53,5,h5,tao_id7,TAO,0.2397,0.7663,,,200,10,1.5,2.0,1.0,,,,,1.5916,0.384,0.2025,0.9434,50,256,1.0
2026-07-14T16:29:14,5,h5,tao_id7,TAO,0.2394,0.7656,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.5892,0.386,0.2036,0.9432,50,256,1.0
2026-07-14T17:25:08,5,h5,tao_id7,TAO,0.1132,0.5107,,,200,10,1.0,2.0,1.0,,,,,1.0154,0.158,0.0833,0.9434,50,256,0.1
2026-07-14T17:26:55,5,h5,tao_id7,TAO,0.1199,0.535,,,200,10,1.0,2.0,1.0,,,,,1.0431,0.174,0.0918,0.9418,50,256,0.01
2026-07-14T17:29:31,5,h5,tao_id7,TAO,0.0878,0.4636,,,200,10,1.5,2.0,1.0,,,,,0.9641,0.088,0.0464,0.9432,50,256,0.1
2026-07-14T17:29:31,5,h5,tao_id7,TAO,0.1042,0.4681,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9727,0.178,0.0939,0.9428,50,256,0.1
2026-07-14T17:30:50,5,h5,tao_id7,TAO,0.1234,0.5227,,,200,10,1.5,2.0,1.0,,,,,1.0354,0.176,0.0928,0.9443,50,256,0.01
2026-07-14T17:30:53,5,h5,tao_id7,TAO,0.1129,0.5215,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0273,0.144,0.0759,0.9464,50,256,0.01
2026-07-14T17:30:55,5,h5,tao_id7,TAO,0.9944,0.9945,,,200,10,1.0,2.0,1.0,,,,,40.9406,1.0,0.5274,0.7226,50,256,0.001
2026-07-14T17:34:54,5,h5,tao_id11,TAO,0.1027,0.5016,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0008,0.12,0.0626,0.9488,50,256,0.1
2026-07-14T17:34:54,5,h5,tao_id11,TAO,0.1345,0.5286,,,200,10,1.0,2.0,1.0,,,,,1.0449,0.204,0.1064,0.9481,50,256,0.01
2026-07-14T17:34:55,5,h5,tao_id11,TAO,0.1382,0.6475,,,200,10,1.5,2.0,1.0,,,,,1.4134,0.218,0.1137,0.9432,50,256,1.0
2026-07-14T17:34:59,5,h5,tao_id11,TAO,0.0989,0.4876,,,200,10,1.5,2.0,1.0,,,,,0.9865,0.116,0.0605,0.9467,50,256,0.1
2026-07-14T17:37:24,5,h5,tao_id11,TAO,0.1306,0.6354,,,200,10,1.0,2.0,1.0,,,,,1.3945,0.188,0.098,0.9429,50,256,1.0
2026-07-14T17:37:24,5,h5,tao_id7,TAO,0.9946,0.9957,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,40.124,1.0,0.5274,0.7052,50,256,0.001
2026-07-14T17:37:26,5,h5,tao_id7,TAO,0.9945,0.9957,,,200,10,1.5,2.0,1.0,,,,,40.5427,1.0,0.5274,0.7029,50,256,0.001
2026-07-14T17:37:42,5,h5,tao_id11,TAO,0.1109,0.5148,,,200,10,1.0,2.0,1.0,,,,,1.0137,0.158,0.0824,0.945,50,256,0.1
2026-07-14T17:37:42,5,h5,tao_id11,TAO,0.1418,0.6508,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.415,0.224,0.1168,0.9446,50,256,1.0
2026-07-14T17:38:50,5,h5,tao_id2,TAO,0.1765,0.5123,,,200,10,1.0,2.0,1.0,,,,,1.0101,0.254,0.091,0.9627,50,256,0.1
2026-07-14T17:38:54,5,h5,tao_id11,TAO,0.9957,0.9972,,,200,10,1.0,2.0,1.0,,,,,39.7641,1.0,0.5214,0.726,50,256,0.001
2026-07-14T17:38:58,5,h5,tao_id11,TAO,0.1198,0.524,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.031,0.162,0.0845,0.9455,50,256,0.01
2026-07-14T17:38:58,5,h5,tao_id2,TAO,0.1181,0.3934,,,200,10,1.5,2.0,1.0,,,,,0.8867,0.128,0.0459,0.9614,50,256,0.1
2026-07-14T17:38:58,5,h5,tao_id2,TAO,0.136,0.4217,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9185,0.182,0.0652,0.9628,50,256,0.1
2026-07-14T17:38:59,5,h5,tao_id11,TAO,0.9955,0.9964,,,200,10,1.5,2.0,1.0,,,,,39.0615,1.0,0.5214,0.7243,50,256,0.001
2026-07-14T17:38:59,5,h5,tao_id2,TAO,0.5272,0.7569,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.6559,0.784,0.281,0.96,50,256,1.0
2026-07-14T17:39:00,5,h5,tao_id2,TAO,0.5309,0.7572,,,200,10,1.5,2.0,1.0,,,,,1.6567,0.796,0.2853,0.9616,50,256,1.0
2026-07-14T17:39:04,5,h5,tao_id2,TAO,0.5234,0.7504,,,200,10,1.0,2.0,1.0,,,,,1.6211,0.784,0.281,0.9629,50,256,1.0
2026-07-14T17:41:25,5,h5,tao_id11,TAO,0.9956,0.9962,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,39.8473,1.0,0.5214,0.7034,50,256,0.001
2026-07-14T17:41:29,5,h5,tao_id11,TAO,0.131,0.5418,,,200,10,1.5,2.0,1.0,,,,,1.0556,0.186,0.097,0.948,50,256,0.01
2026-07-14T17:42:50,5,h5,tao_id6,TAO,0.1448,0.4423,,,200,10,1.5,2.0,1.0,,,,,0.9364,0.22,0.0781,0.9631,50,256,0.1
2026-07-14T17:42:53,5,h5,tao_id6,TAO,0.1762,0.5343,,,200,10,1.0,2.0,1.0,,,,,1.0437,0.264,0.0937,0.9646,50,256,0.01
2026-07-14T17:42:53,5,h5,tao_id2,TAO,0.9959,0.9963,,,200,10,1.0,2.0,1.0,,,,,34.9113,1.0,0.3584,0.7286,50,256,0.001
2026-07-14T17:42:54,5,h5,tao_id6,TAO,0.2029,0.5359,,,200,10,1.0,2.0,1.0,,,,,1.0325,0.32,0.1136,0.9653,50,256,0.1
2026-07-14T17:42:55,5,h5,tao_id6,TAO,0.3667,0.6785,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3657,0.67,0.2378,0.9622,50,256,1.0
2026-07-14T17:42:55,5,h5,tao_id6,TAO,0.151,0.445,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.933,0.216,0.0767,0.9658,50,256,0.1
2026-07-14T17:42:57,5,h5,tao_id2,TAO,0.1745,0.5281,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0379,0.224,0.0803,0.963,50,256,0.01
2026-07-14T17:42:57,5,h5,tao_id6,TAO,0.375,0.6775,,,200,10,1.5,2.0,1.0,,,,,1.3831,0.694,0.2463,0.9644,50,256,1.0
2026-07-14T17:42:58,5,h5,tao_id2,TAO,0.176,0.528,,,200,10,1.5,2.0,1.0,,,,,1.0374,0.228,0.0817,0.9646,50,256,0.01
2026-07-14T17:42:58,5,h5,tao_id2,TAO,0.9961,0.9967,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,34.8829,1.0,0.3584,0.7304,50,256,0.001
2026-07-14T17:43:00,5,h5,tao_id2,TAO,0.17,0.5214,,,200,10,1.0,2.0,1.0,,,,,1.0307,0.232,0.0832,0.9633,50,256,0.01
2026-07-14T17:43:02,5,h5,tao_id2,TAO,0.9959,0.9964,,,200,10,1.5,2.0,1.0,,,,,34.2146,1.0,0.3584,0.7222,50,256,0.001
2026-07-14T17:45:20,5,h5,tao_id6,TAO,0.4021,0.6892,,,200,10,1.0,2.0,1.0,,,,,1.4048,0.748,0.2654,0.9636,50,256,1.0
2026-07-14T17:46:50,5,h5,tao_id13,TAO,0.1409,0.4344,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9292,0.206,0.0731,0.9666,50,256,0.1
2026-07-14T17:46:53,5,h5,tao_id13,TAO,0.1838,0.5335,,,200,10,1.5,2.0,1.0,,,,,1.0466,0.26,0.0923,0.9659,50,256,0.01
2026-07-14T17:46:53,5,h5,tao_id6,TAO,0.9981,0.999,,,200,10,1.5,2.0,1.0,,,,,35.0225,1.0,0.3549,0.7123,50,256,0.001
2026-07-14T17:46:54,5,h5,tao_id6,TAO,0.9974,0.9979,,,200,10,1.0,2.0,1.0,,,,,34.2421,1.0,0.3549,0.73,50,256,0.001
2026-07-14T17:46:56,5,h5,tao_id13,TAO,0.1717,0.528,,,200,10,1.0,2.0,1.0,,,,,1.0373,0.224,0.0795,0.9666,50,256,0.01
2026-07-14T17:46:58,5,h5,tao_id6,TAO,0.9977,0.9986,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,34.2392,1.0,0.3549,0.7228,50,256,0.001
2026-07-14T17:46:59,5,h5,tao_id6,TAO,0.1839,0.537,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0516,0.276,0.0979,0.9664,50,256,0.01
2026-07-14T17:46:59,5,h5,tao_id13,TAO,0.1954,0.5295,,,200,10,1.0,2.0,1.0,,,,,1.028,0.322,0.1143,0.9653,50,256,0.1
2026-07-14T17:47:01,5,h5,tao_id6,TAO,0.1809,0.5251,,,200,10,1.5,2.0,1.0,,,,,1.0384,0.264,0.0937,0.9639,50,256,0.01
2026-07-14T17:47:01,5,h5,tao_id13,TAO,0.3985,0.6858,,,200,10,1.0,2.0,1.0,,,,,1.4109,0.728,0.2583,0.9621,50,256,1.0
2026-07-14T17:47:02,5,h5,tao_id13,TAO,0.1374,0.4169,,,200,10,1.5,2.0,1.0,,,,,0.9129,0.178,0.0632,0.9664,50,256,0.1
2026-07-14T17:47:03,5,h5,tao_id13,TAO,0.3687,0.6795,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.3821,0.688,0.2441,0.9633,50,256,1.0
2026-07-14T17:49:33,5,h5,tao_id13,TAO,0.3732,0.6776,,,200,10,1.5,2.0,1.0,,,,,1.3776,0.688,0.2441,0.9635,50,256,1.0
2026-07-14T17:50:52,5,h5,tao_id10,TAO,0.1058,0.4958,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,0.9966,0.13,0.0689,0.9445,50,256,0.1
2026-07-14T17:50:54,5,h5,tao_id13,TAO,0.9973,0.9979,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,35.296,1.0,0.3549,0.7227,50,256,0.001
2026-07-14T17:50:54,5,h5,tao_id10,TAO,0.1106,0.4989,,,200,10,1.5,2.0,1.0,,,,,1.0019,0.136,0.0721,0.9457,50,256,0.1
2026-07-14T17:50:56,5,h5,tao_id13,TAO,0.9972,0.9977,,,200,10,1.5,2.0,1.0,,,,,31.9249,1.0,0.3549,0.7022,50,256,0.001
2026-07-14T17:50:57,5,h5,tao_id13,TAO,0.9972,0.9975,,,200,10,1.0,2.0,1.0,,,,,35.9528,1.0,0.3549,0.7213,50,256,0.001
2026-07-14T17:50:57,5,h5,tao_id10,TAO,0.0984,0.494,,,200,10,1.0,2.0,1.0,,,,,0.9896,0.116,0.0615,0.9459,50,256,0.1
2026-07-14T17:50:57,5,h5,tao_id10,TAO,0.2007,0.7371,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.5573,0.328,0.1739,0.9481,50,256,1.0
2026-07-14T17:50:58,5,h5,tao_id13,TAO,0.1918,0.552,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0673,0.244,0.0866,0.9662,50,256,0.01
2026-07-14T17:50:58,5,h5,tao_id10,TAO,0.1214,0.535,,,200,10,1.0,2.0,1.0,,,,,1.0462,0.18,0.0954,0.947,50,256,0.01
2026-07-14T17:50:59,5,h5,tao_id10,TAO,0.1347,0.5648,,,200,10,1.5,2.0,1.0,,,,,1.081,0.186,0.0986,0.9474,50,256,0.01
2026-07-14T17:51:01,5,h5,tao_id10,TAO,0.1743,0.713,,,200,10,1.0,2.0,1.0,,,,,1.5223,0.282,0.1495,0.9456,50,256,1.0
2026-07-14T17:51:04,5,h5,tao_id10,TAO,0.1282,0.539,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0524,0.188,0.0997,0.9485,50,256,0.01
2026-07-14T17:51:18,5,h5,tao_id10,TAO,0.2011,0.738,,,200,10,1.5,2.0,1.0,,,,,1.5554,0.328,0.1739,0.9474,50,256,1.0
2026-07-14T17:53:02,5,h5,tao_id10,TAO,0.9981,0.9982,,,200,10,1.0,2.0,1.0,,,,,40.408,1.0,0.5302,0.7312,50,256,0.001
2026-07-14T17:54:50,5,h5,tao_id8,TAO,0.0719,0.5219,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.017,0.11,0.1129,0.9345,50,256,0.1
2026-07-14T17:54:53,5,h5,tao_id8,TAO,0.0586,0.5275,,,200,10,1.5,2.0,1.0,,,,,1.0348,0.08,0.0821,0.9329,50,256,0.01
2026-07-14T17:54:53,5,h5,tao_id10,TAO,0.9981,0.9982,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,41.0945,1.0,0.5302,0.7162,50,256,0.001
2026-07-14T17:54:56,5,h5,tao_id8,TAO,1.0,1.0,,,200,10,1.5,2.0,1.0,,,,,52.7433,0.974,1.0,0.7088,50,256,0.001
2026-07-14T17:54:57,5,h5,tao_id10,TAO,0.9982,0.9989,,,200,10,1.5,2.0,1.0,,,,,41.3232,1.0,0.5302,0.7326,50,256,0.001
2026-07-14T17:54:58,5,h5,tao_id8,TAO,0.0733,0.5251,,,200,10,1.0,2.0,1.0,,,,,1.0393,0.102,0.1047,0.9357,50,256,0.01
2026-07-14T17:54:58,5,h5,tao_id8,TAO,0.0894,0.5821,,,200,10,1.0,2.0,1.0,,,,,1.1016,0.19,0.1951,0.9353,50,256,1.0
2026-07-14T17:54:59,5,h5,tao_id8,TAO,0.0734,0.574,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0763,0.164,0.1684,0.9354,50,256,1.0
2026-07-14T17:54:59,5,h5,tao_id8,TAO,0.071,0.5707,,,200,10,1.5,2.0,1.0,,,,,1.0724,0.154,0.1581,0.9359,50,256,1.0
2026-07-14T17:55:03,5,h5,tao_id8,TAO,1.0,1.0,,,200,10,1.0,2.0,1.0,,,,,51.6869,0.974,1.0,0.7201,50,256,0.001
2026-07-14T17:55:03,5,h5,tao_id8,TAO,0.0771,0.5735,,,200,10,1.0,2.0,1.0,,,,,1.0723,0.112,0.115,0.9315,50,256,0.1
2026-07-14T17:55:13,5,h5,tao_id8,TAO,0.0558,0.4883,,,200,10,1.5,2.0,1.0,,,,,0.9782,0.072,0.0739,0.9372,50,256,0.1
2026-07-14T17:57:10,5,h5,tao_id8,TAO,0.0642,0.5087,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,1.0194,0.086,0.0883,0.94,50,256,0.01
2026-07-14T17:58:57,5,h5,tao_id8,TAO,1.0,1.0,,,200,10,1.0,2.0,1.0,,,,lam_mode=auto_tr,51.1873,0.974,1.0,0.7043,50,256,0.001
